Symbol;Full Name;GICS Sector;Sub Industry;Environment Score;Social Score;Governance Score;ESG Total Score;Controversy Level;Percentile;Rating Year;Rating Month;Market Cap;beta;Overall Risk;Rating Date
A;Agilent Technologies;Health Care;Life Sciences Tools & Services;1.12;6.42;6.1;13.64;2.0;7.98;2023;9;39751831552;1.054;8;2023-09-01
AAL;American Airlines Group;Industrials;Passenger Airlines;9.94;11.65;4.76;26.35;2.0;54.48;2023;9;7335383552;1.433;10;2023-09-01
AAPL;Apple Inc.;Information Technology;Technology Hardware, Storage & Peripherals;0.46;7.39;9.37;17.22;3.0;17.82;2023;9;3296096681984;1.24;1;2023-09-01
ABBV;AbbVie;Health Care;Biotechnology;2.38;17.19;10.36;29.93;3.0;68.62;2023;9;341698445312;0.619;6;2023-09-01
ABT;Abbott Laboratories;Health Care;Health Care Equipment;2.27;14.24;8.33;24.83;3.0;48.27;2023;9;205534380032;0.722;7;2023-09-01
ACGL;Arch Capital Group;Financials;Property & Casualty Insurance;1.47;10.1;10.89;22.46;2.0;37.87;2023;9;42855567360;0.596;5;2023-09-01
ACN;Accenture;Information Technology;IT Consulting & Other Services;0.82;4.61;4.41;9.84;2.0;2.63;2023;9;211116474368;1.239;2;2023-09-01
ADBE;Adobe Inc.;Information Technology;Application Software;1.94;5.99;5.15;13.08;2.0;6.85;2023;9;231233028096;1.296;1;2023-09-01
ADI;Analog Devices;Information Technology;Semiconductors;9.27;6.68;6.98;22.92;1.0;39.7;2023;9;111884697600;1.073;9;2023-09-01
ADM;Archer Daniels Midland;Consumer Staples;Agricultural Products & Services;16.64;10.15;5.01;31.79;3.0;74.94;2023;9;28908466176;0.714;4;2023-09-01
ADP;Automatic Data Processing;Industrials;Human Resource & Employment Services;2.8;5.54;5.49;13.82;1.0;8.36;2023;9;113942003712;0.802;2;2023-09-01
ADSK;Autodesk;Information Technology;Application Software;3.68;8.19;4.89;16.76;0.0;16.44;2023;9;57698152448;1.476;2;2023-09-01
AEE;Ameren;Utilities;Multi-Utilities;12.85;9.07;5.25;27.17;2.0;57.57;2023;9;22804828160;0.458;7;2023-09-01
AEP;American Electric Power;Utilities;Electric Utilities;12.66;8.1;5.38;26.14;2.0;53.69;2023;9;55846035456;0.533;2;2023-09-01
AES;AES Corporation;Utilities;Independent Power Producers & Energy Traders;13.26;8.18;5.26;26.69;2.0;55.64;2023;9;13678178304;1.062;4;2023-09-01
AFL;Aflac;Financials;Life & Health Insurance;0.3;9.14;8.9;18.33;1.0;21.68;2023;9;61698056192;0.949;6;2023-09-01
AIG;American International Group;Financials;Multi-line Insurance;1.65;9.67;12.86;24.18;2.0;45.53;2023;9;47394791424;1.075;2;2023-09-01
AIZ;Assurant;Financials;Multi-line Insurance;1.63;10.82;11.66;24.11;2.0;45.18;2023;9;10138020864;0.563;1;2023-09-01
AJG;Arthur J. Gallagher & Co.;Financials;Insurance Brokers;0.09;10.92;10.15;21.16;2.0;32.55;2023;9;65631498240;0.729;7;2023-09-01
AKAM;Akamai Technologies;Information Technology;Internet Services & Infrastructure;3.0;7.09;6.93;17.01;1.0;17.19;2023;9;15044968448;0.676;3;2023-09-01
ALB;Albemarle Corporation;Materials;Specialty Chemicals;15.39;4.85;6.33;26.57;2.0;55.2;2023;9;10556814336;1.543;7;2023-09-01
ALL;Allstate;Financials;Property & Casualty Insurance;1.03;10.13;10.88;22.04;2.0;36.23;2023;9;50315587584;0.477;4;2023-09-01
ALLE;Allegion;Industrials;Building Products;10.9;5.84;5.04;21.78;0.0;35.28;2023;9;12491554816;1.123;6;2023-09-01
AMAT;Applied Materials;Information Technology;Semiconductor Materials & Equipment;4.49;2.97;5.28;12.74;1.0;6.15;2023;9;155474345984;1.541;1;2023-09-01
AME;Ametek;Industrials;Electrical Components & Equipment;8.65;8.51;6.73;23.9;1.0;44.04;2023;9;39030026240;1.173;8;2023-09-01
AMGN;Amgen;Health Care;Biotechnology;0.73;13.48;7.75;21.96;3.0;35.92;2023;9;178823086080;0.605;2;2023-09-01
AMP;Ameriprise Financial;Financials;Asset Management & Custody Banks;2.08;7.83;10.34;20.27;2.0;28.96;2023;9;44403879936;1.346;5;2023-09-01
AMT;American Tower;Real Estate;Telecom Tower REITs;2.9;2.85;5.16;10.9;1.0;3.52;2023;9;112249135104;0.83;1;2023-09-01
AMZN;Amazon;Consumer Discretionary;Broadline Retail;6.0;15.39;9.22;30.61;3.0;71.14;2023;9;1961417768960;1.146;9;2023-09-01
ANET;Arista Networks;Information Technology;Communications Equipment;0.4;8.88;7.39;16.67;1.0;16.21;2023;9;113393524736;1.073;10;2023-09-01
ANSS;Ansys;Information Technology;Application Software;3.51;7.32;5.07;15.89;0.0;13.72;2023;9;27723399168;1.114;2;2023-09-01
AOS;A. O. Smith;Industrials;Building Products;7.15;11.87;6.42;25.44;1.0;50.86;2023;9;11915595776;1.147;10;2023-09-01
APA;APA Corporation;Energy;Oil & Gas Exploration & Production;21.98;8.88;7.96;38.81;2.0;82.83;2021;3;9340100608;3.243;9;2021-03-01
APD;Air Products;Materials;Industrial Gases;7.42;1.5;3.35;12.26;1.0;5.41;2023;9;64722276352;0.828;7;2023-09-01
APH;Amphenol;Information Technology;Electronic Components;7.32;4.64;7.6;19.57;2.0;26.41;2023;9;77062520832;1.246;8;2023-09-01
APTV;Aptiv;Consumer Discretionary;Automotive Parts & Equipment;1.45;3.94;5.26;10.66;1.0;3.23;2023;9;16498891776;1.793;6;2023-09-01
ARE;Alexandria Real Estate Equities;Real Estate;Office REITs;3.91;3.66;6.32;13.89;0.0;8.53;2023;9;21814970368;1.173;9;2023-09-01
ATO;Atmos Energy;Utilities;Gas Utilities;14.83;13.42;6.36;34.61;2.0;82.5;2023;9;21445437440;0.67;8;2023-09-01
AVB;AvalonBay Communities;Real Estate;Multi-Family Residential REITs;2.96;2.05;4.75;9.76;1.0;2.56;2023;9;33116518400;0.986;6;2023-09-01
AVGO;Broadcom;Information Technology;Semiconductors;7.34;6.0;6.64;19.98;3.0;27.91;2023;9;758829154304;1.183;9;2023-09-01
AVY;Avery Dennison;Materials;Paper & Plastic Packaging Products & Materials;11.42;0.95;3.71;16.07;1.0;14.23;2023;9;17797928960;0.895;7;2023-09-01
AWK;American Water Works;Utilities;Water Utilities;9.04;7.58;5.0;21.62;1.0;34.43;2023;9;29209964544;0.691;2;2023-09-01
AXP;American Express;Financials;Consumer Finance;0.05;8.85;9.7;18.61;2.0;22.7;2023;9;188676046848;1.212;3;2023-09-01
AZO;AutoZone;Consumer Discretionary;Automotive Retail;0.11;7.07;3.83;11.02;2.0;3.67;2023;9;52974329856;0.709;6;2023-09-01
BA;Boeing;Industrials;Aerospace & Defense;8.84;22.48;8.29;39.6;4.0;91.3;2023;9;96371113984;1.575;9;2023-09-01
BAC;Bank of America;Financials;Diversified Banks;1.73;15.09;11.48;28.3;3.0;62.26;2023;9;306891390976;1.34;2;2023-09-01
BALL;Ball Corporation;Materials;Metal, Glass & Plastic Containers;7.6;0.76;3.74;12.1;2.0;5.17;2023;9;20405639168;0.878;8;2023-09-01
BAX;Baxter International;Health Care;Health Care Equipment;2.83;13.6;7.14;23.57;3.0;42.59;2023;9;20539770880;0.593;4;2023-09-01
BBWI;Bath & Body Works, Inc.;Consumer Discretionary;Other Specialty Retail;12.17;10.25;5.88;28.3;2.0;62.27;2023;9;6389305856;1.753;8;2023-09-01
BBY;Best Buy;Consumer Discretionary;Computer & Electronics Retail;2.4;9.09;4.4;15.89;2.0;13.69;2023;9;21360842752;1.479;1;2023-09-01
BDX;Becton Dickinson;Health Care;Health Care Equipment;3.04;13.65;7.13;23.82;3.0;43.69;2023;9;67647401984;0.447;10;2023-09-01
BEN;Franklin Templeton;Financials;Asset Management & Custody Banks;1.12;9.88;7.3;18.3;2.0;21.58;2023;9;10643009536;1.408;7;2023-09-01
BG;Bunge Global;Consumer Staples;Agricultural Products & Services;14.39;13.26;5.27;32.92;3.0;78.24;2023;9;13837887488;0.637;3;2023-09-01
BIIB;Biogen;Health Care;Biotechnology;0.42;14.46;7.37;22.24;3.0;37.02;2023;9;29071065088;-0.057;3;2023-09-01
BIO;Bio-Rad Laboratories;Health Care;Life Sciences Tools & Services;1.21;9.18;7.0;17.4;1.0;18.38;2023;9;9264203776;0.947;10;2023-09-01
BK;BNY Mellon;Financials;Asset Management & Custody Banks;1.13;9.86;9.94;20.93;2.0;31.45;2023;9;52254806016;1.067;1;2023-09-01
BKNG;Booking Holdings;Consumer Discretionary;Hotels, Resorts & Cruise Lines;0.98;10.13;8.13;19.23;3.0;25.19;2023;9;135520034816;1.4;1;2023-09-01
BLK;BlackRock;Financials;Asset Management & Custody Banks;0.9;7.36;9.99;18.25;2.0;21.43;2023;9;133984739328;1.317;9;2023-09-01
BMY;Bristol Myers Squibb;Health Care;Pharmaceuticals;1.31;14.37;7.07;22.74;2.0;39.01;2023;9;100336025600;0.458;4;2023-09-01
BR;Broadridge Financial Solutions;Industrials;Data Processing & Outsourced Services;4.19;7.5;4.94;16.63;2.0;16.04;2023;9;24700252160;1.059;3;2023-09-01
BRO;Brown & Brown;Financials;Insurance Brokers;0.13;9.77;10.58;20.48;1.0;29.78;2023;9;29438932992;0.829;4;2023-09-01
BSX;Boston Scientific;Health Care;Health Care Equipment;2.36;11.85;8.89;23.11;2.0;40.67;2023;9;122978729984;0.797;8;2023-09-01
BWA;BorgWarner;Consumer Discretionary;Automotive Parts & Equipment;2.67;4.21;5.71;12.59;2.0;5.92;2023;9;7493600256;1.182;1;2023-09-01
BX;Blackstone Inc.;Financials;Asset Management & Custody Banks;2.52;9.57;11.29;23.39;2.0;41.78;2023;9;188779577344;1.5;10;2023-09-01
BXP;BXP, Inc.;Real Estate;Office REITs;2.54;4.52;5.45;12.51;1.0;5.77;2023;9;14431182848;1.199;10;2023-09-01
C;Citigroup;Financials;Diversified Banks;1.8;13.75;13.69;29.24;4.0;65.93;2023;9;113113464832;1.435;1;2023-09-01
CAG;Conagra Brands;Consumer Staples;Packaged Foods & Meats;10.71;15.42;4.7;30.83;2.0;71.86;2023;9;15617014784;0.309;6;2023-09-01
CAH;Cardinal Health;Health Care;Health Care Distributors;1.17;7.33;6.36;14.86;3.0;10.83;2023;9;27622834176;0.616;1;2023-09-01
